	7.686792e-08        1.465096e+00	              000002
        8.171304e-08        1.470584e+00	              000002
        8.686355e-08        1.476112e+00	              000002
        9.233871e-08        1.481682e+00	              000002
        9.815898e-08        1.487295e+00	              000002
        1.043461e-07        1.492950e+00	              000002
        1.109232e-07        1.498649e+00	              000002
        1.179149e-07        1.504391e+00	              000002
        1.253473e-07        1.510177e+00	              000002
        1.332481e-07        1.516008e+00	              000002
        1.416470e-07        1.521884e+00	              000002
        1.505752e-07        1.527806e+00	              000002
        1.600662e-07        1.533774e+00	              000002
        1.701555e-07        1.539789e+00	              000002
        1.808807e-07        1.545851e+00	              000002
        1.922819e-07        1.551961e+00	              000002
        2.044017e-07        1.558120e+00	              000002
        2.172855e-07        1.564328e+00	              000002
        2.309814e-07        1.570585e+00	              000002
        2.455406e-07        1.576893e+00	              000002
        2.610174e-07        1.583251e+00	              000002
        2.774698e-07        1.589661e+00	              000002
        2.949592e-07        1.596124e+00	              000002
        3.135509e-07        1.602639e+00	              000002
        3.333146e-07        1.609207e+00	              000002
        3.543240e-07        1.615829e+00	              000002
        3.766576e-07        1.622506e+00	              000002
        4.003990e-07        1.629239e+00	              000002
        4.256368e-07        1.636028e+00	              000002
        4.524654e-07        1.642873e+00	              000002
        4.809851e-07        1.649776e+00	              000002
        5.113024e-07        1.656737e+00	              000002
        5.435307e-07        1.663757e+00	              000002
        5.777903e-07        1.670837e+00	              000002
        6.142094e-07        1.677978e+00	              000002
        6.529241e-07        1.685180e+00	              000002
        6.940790e-07        1.692444e+00	              000002
        7.378280e-07        1.699770e+00	              000002
        7.843345e-07        1.707161e+00	              000002
        8.337725e-07        1.714616e+00	              000002
        8.863266e-07        1.722136e+00	              000002
        9.421932e-07        1.729723e+00	              000002
        1.001581e-06        1.737377e+00	              000002
        1.064713e-06        1.745098e+00	              000002
        1.131823e-06        1.752889e+00	              000002
        1.203164e-06        1.760750e+00	              000002
        1.279002e-06        1.768681e+00	              000002
        1.359619e-06        1.776685e+00	              000002
        1.445318e-06        1.784761e+00	              000002
        1.536419e-06        1.792910e+00	              000002
        1.633262e-06        1.801135e+00	              000002
        1.736210e-06        1.809435e+00	              000002
        1.845646e-06        1.817813e+00	              000002
        1.961980e-06        1.826268e+00	              000002
        2.085647e-06        1.834802e+00	              000002
        2.217109e-06        1.843416e+00	              000002
        2.356857e-06        1.852112e+00	              000002
        2.505414e-06        1.860890e+00	              000002
        2.663334e-06        1.869751e+00	              000002
        2.831209e-06        1.878698e+00	              000002
        3.009664e-06        1.887730e+00	              000002
        3.199369e-06        1.896850e+00	              000002
        3.401030e-06        1.906058e+00	              000002
        3.615403e-06        1.915356e+00	              000002
        3.843288e-06        1.924745e+00	              000002
        4.085537e-06        1.934227e+00	              000002
        4.343055e-06        1.943803e+00	              000002
        4.616806e-06        1.953474e+00	              000002
        4.907811e-06        1.963241e+00	              000002
        5.217158e-06        1.973107e+00	              000002
        5.546005e-06        1.983072e+00	              000002
        5.895579e-06        1.993139e+00	              000002
        6.267187e-06        2.003308e+00	              000003
        6.662219e-06        2.013582e+00	              000003
        7.082149e-06        2.023961e+00	              000003
        7.528549e-06        2.034449e+00	              000003
        8.003087e-06        2.045045e+00	              000003
        8.507535e-06        2.055752e+00	              000003
        9.043779e-06        2.066572e+00	              000003
        9.613824e-06        2.077507e+00	              000003
        1.021980e-05        2.088558e+00	              000003
        1.086397e-05        2.099727e+00	              000003
        1.154875e-05        2.111016e+00	              000003
        1.227668e-05        2.122427e+00	              000003
        1.305050e-05        2.133962e+00	              000003
        1.387310e-05        2.145624e+00	              000003
        1.474754e-05        2.157413e+00	              000003
        1.567711e-05        2.169333e+00	              000003
        1.666526e-05        2.181385e+00	              000003
        1.771570e-05        2.193572e+00	              000003
        1.883235e-05        2.205896e+00	              000003
        2.001939e-05        2.218359e+00	              000003
        2.128124e-05        2.230963e+00	              000003
        2.262263e-05        2.243712e+00	              000003
        2.404858e-05        2.256607e+00	              000003
        2.556440e-05        2.269652e+00	              000003
        2.717577e-05        2.282848e+00	              000003
        2.888870e-05        2.296198e+00	              000003
        3.070961e-05        2.309706e+00	              000003
        3.264529e-05        2.323373e+00	              000003
        3.470297e-05        2.337203e+00	              000003
        3.689036e-05        2.351198e+00	              000003
        3.921562e-05        2.365363e+00	              000003
        4.168745e-05        2.379699e+00	              000003
        4.431508e-05        2.394209e+00	              000003
        4.710834e-05        2.408898e+00	              000003
        5.007765e-05        2.423769e+00	              000003
        5.323413e-05        2.438823e+00	              000003
        5.658957e-05        2.454067e+00	              000003
        6.015651e-05        2.469501e+00	              000003
        6.394828e-05        2.485132e+00	              000003
        6.797904e-05        2.500961e+00	              000003
        7.226388e-05        2.516993e+00	              000003
        7.681879e-05        2.533233e+00	              000003
        8.166081e-05        2.549683e+00	              000003
        8.680803e-05        2.566348e+00	              000003
        9.227969e-05        2.583232e+00	              000003
        9.809624e-05        2.600340e+00	              000003
        1.042794e-04        2.617676e+00	              000003
        1.108523e-04        2.635245e+00	              000003
        1.178395e-04        2.653052e+00	              000003
        1.252672e-04        2.671100e+00	              000003
        1.331630e-04        2.689396e+00	              000003
        1.415564e-04        2.707944e+00	              000003
        1.504790e-04        2.726750e+00	              000003
        1.599639e-04        2.745819e+00	              000003
        1.700467e-04        2.765156e+00	              000003
        1.807651e-04        2.784768e+00	              000003
        1.921590e-04        2.804660e+00	              000003
        2.042711e-04        2.824838e+00	              000003
        2.171467e-04        2.845309e+00	              000003
        2.308338e-04        2.866078e+00	              000003
        2.453836e-04        2.887153e+00	              000003
        2.608506e-04        2.908540e+00	              000003
        2.772924e-04        2.930246e+00	              000003
        2.947706e-04        2.952279e+00	              000003
        3.133505e-04        2.974646e+00	              000003
        3.331016e-04        2.997354e+00	              000003
        3.540975e-04        3.020411e+00	              000004
        3.764169e-04        3.043826e+00	              000004
        4.001431e-04        3.067607e+00	              000004
        4.253648e-04        3.091762e+00	              000004
        4.521762e-04        3.116301e+00	              000004
        4.806777e-04        3.141232e+00	              000004
        5.109756e-04        3.166566e+00	              000004
        5.431833e-04        3.192311e+00	              000004
        5.774210e-04        3.218479e+00	              000004
        6.138169e-04        3.245079e+00	              000004
        6.525068e-04        3.272122e+00	              000004
        6.936354e-04        3.299620e+00	              000004
        7.373564e-04        3.327584e+00	              000004
        7.838332e-04        3.356026e+00	              000004
        8.332396e-04        3.384959e+00	              000004
        8.857601e-04        3.414395e+00	              000004
        9.415910e-04        3.444347e+00	              000004
        1.000941e-03        3.474829e+00	              000004
        1.064032e-03        3.505856e+00	              000004
        1.131100e-03        3.537441e+00	              000004
        1.202395e-03        3.569601e+00	              000004
        1.278184e-03        3.602351e+00	              000004
        1.358750e-03        3.635708e+00	              000004
        1.444394e-03        3.669688e+00	              000004
        1.535437e-03        3.704310e+00	              000004
        1.632218e-03        3.739590e+00	              000004
        1.735100e-03        3.775550e+00	              000004
        1.844466e-03        3.812207e+00	              000004
        1.960726e-03        3.849584e+00	              000004
        2.084314e-03        3.887700e+00	              000004
        2.215692e-03        3.926579e+00	              000004
        2.355351e-03        3.966243e+00	              000004
        2.503812e-03        4.006717e+00	              000005
        2.661632e-03        4.048026e+00	              000005
        2.829399e-03        4.090195e+00	              000005
        3.007741e-03        4.133252e+00	              000005
        3.197324e-03        4.177225e+00	              000005
        3.398857e-03        4.222144e+00	              000005
        3.613092e-03        4.268039e+00	              000005
        3.840832e-03        4.314943e+00	              000005
        4.082926e-03        4.362890e+00	              000005
        4.340280e-03        4.411914e+00	              000005
        4.613855e-03        4.462052e+00	              000005
        4.904674e-03        4.513343e+00	              000005
        5.213824e-03        4.565826e+00	              000005
        5.542460e-03        4.619545e+00	              000005
        5.891811e-03        4.674543e+00	              000005
        6.263181e-03        4.730866e+00	              000005
        6.657960e-03        4.788563e+00	              000005
        7.077623e-03        4.847685e+00	              000005
        7.523738e-03        4.908284e+00	              000005
        7.997972e-03        4.970418e+00	              000005
        8.502097e-03        5.034146e+00	              000006
        9.037999e-03        5.099528e+00	              000006
        9.607679e-03        5.166632e+00	              000006
        1.021327e-02        5.235525e+00	              000006
        1.085703e-02        5.306280e+00	              000006
        1.154136e-02        5.378974e+00	              000006
        1.226884e-02        5.453687e+00	              000006
        1.304216e-02        5.530504e+00	              000006
        1.386423e-02        5.609517e+00	              000006
        1.473812e-02        5.690820e+00	              000006
        1.566709e-02        5.774515e+00	              000006
        1.665461e-02        5.860708e+00	              000006
        1.770438e-02        5.949513e+00	              000006
        1.882031e-02        6.041051e+00	              000007
        2.000659e-02        6.135450e+00	              000007
        2.126764e-02        6.232846e+00	              000007
        2.260818e-02        6.333383e+00	              000007
        2.403321e-02        6.437218e+00	              000007
        2.554806e-02        6.544514e+00	              000007
        2.715840e-02        6.655447e+00	              000007
        2.887024e-02        6.770206e+00	              000007
        3.068998e-02        6.888991e+00	              000007
        3.262442e-02        7.012020e+00	              000008
        3.468079e-02        7.139523e+00	              000008
        3.686678e-02        7.271748e+00	              000008
        3.919056e-02        7.408964e+00	              000008
        4.166081e-02        7.551457e+00	              000008
        4.428676e-02        7.699539e+00	              000008
        4.707823e-02        7.853545e+00	              000008
        5.004565e-02        8.013838e+00	              000009
